Histogram for the initial velocities
the velocities are generated according to a Gaussian distribution
for each of the cartesian axis
The variance is 0.039

Velocity (reduced units)	 Number of atoms with one component being between that velocity and the next one
-0.3914644868 								 0
-0.3836351971 								 0
-0.3758059074 								 0
-0.3679766176 								 0
-0.3601473279 								 0
-0.3523180381 								 0
-0.3444887484 								 0
-0.3366594587 								 0
-0.3288301689 								 0
-0.3210008792 								 0
-0.3131715895 								 0
-0.3053422997 								 0
-0.2975130100 								 0
-0.2896837202 								 0
-0.2818544305 								 0
-0.2740251408 								 0
-0.2661958510 								 0
-0.2583665613 								 0
-0.2505372716 								 0
-0.2427079818 								 0
-0.2348786921 								 0
-0.2270494024 								 0
-0.2192201126 								 0
-0.2113908229 								 0
-0.2035615331 								 0
-0.1957322434 								 0
-0.1879029537 								 0
-0.1800736639 								 0
-0.1722443742 								 0
-0.1644150845 								 0
-0.1565857947 								 0
-0.1487565050 								 0
-0.1409272153 								 0
-0.1330979255 								 0
-0.1252686358 								 0
-0.1174393460 								 0
-0.1096100563 								 0
-0.1017807666 								 0
-0.0939514768 								 0
-0.0861221871 								 0
-0.0782928974 								 0
-0.0704636076 								 0
-0.0626343179 								 0
-0.0548050282 								 0
-0.0469757384 								 0
-0.0391464487 								 0
-0.0313171589 								 17
-0.0234878692 								 231
-0.0156585795 								 1626
-0.0078292897 								 4121
 0.0000000000 								 4129
 0.0078292897 								 1632
 0.0156585795 								 233
 0.0234878692 								 11
 0.0313171589 								 0
 0.0391464487 								 0
 0.0469757384 								 0
 0.0548050282 								 0
 0.0626343179 								 0
 0.0704636076 								 0
 0.0782928974 								 0
 0.0861221871 								 0
 0.0939514768 								 0
 0.1017807666 								 0
 0.1096100563 								 0
 0.1174393460 								 0
 0.1252686358 								 0
 0.1330979255 								 0
 0.1409272153 								 0
 0.1487565050 								 0
 0.1565857947 								 0
 0.1644150845 								 0
 0.1722443742 								 0
 0.1800736639 								 0
 0.1879029537 								 0
 0.1957322434 								 0
 0.2035615331 								 0
 0.2113908229 								 0
 0.2192201126 								 0
 0.2270494024 								 0
 0.2348786921 								 0
 0.2427079818 								 0
 0.2505372716 								 0
 0.2583665613 								 0
 0.2661958510 								 0
 0.2740251408 								 0
 0.2818544305 								 0
 0.2896837202 								 0
 0.2975130100 								 0
 0.3053422997 								 0
 0.3131715895 								 0
 0.3210008792 								 0
 0.3288301689 								 0
 0.3366594587 								 0
 0.3444887484 								 0
 0.3523180381 								 0
 0.3601473279 								 0
 0.3679766176 								 0
 0.3758059074 								 0
 0.3836351971 								 0
